,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
1522,APP\PREMISES-C-LIC\0196,Premises - Change of Licensee name/address,Prime Burger,"ST PANCRAS INTERNATIONAL STATION PANCRAS ROAD, LONDON, NW1 2QL",LA2003,Application Approved In Full,No,19/11/2015,,,,,2015-08-18,,,E05000143,St Pancras and Somers Town,530045.03,183091.73,-0.126577,51.531775,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.531775, -0.126577)",31965,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0196
1573,APP\PREMISES-C-LIC\0247,Premises - Change of Licensee name/address,Secrets (Gray's Inn Road),"4 GRAY'S INN ROAD, LONDON, WC1X 8HG",LA2003,Application Approved In Full,No,08/03/2016,,,,,2016-08-03,,,E05000138,Holborn and Covent Garden,531153.32,181689.81,-0.11112999999999999,51.518921,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.518921, -0.11113)",31917,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0247
1599,APP\PREMISES-C-LIC\0007,Premises - Change of Licensee name/address,Venus (formerly City Burlesque),"29  35 FARRINGDON POINT FARRINGDON ROAD, LONDON, EC1M 3JF",LA2003,Application Approved In Full,No,21/03/2012,,,,,2012-01-03,,,E05000138,Holborn and Covent Garden,531474.99,181866.79,-0.106431,51.520437,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.520437, -0.106431)",32144,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0007
1611,APP\PREMISES-C-LIC\0188,Premises - Change of Licensee name/address,Maison Blanc,"76 HAMPSTEAD HIGH STREET, LONDON, NW3 1QX",LA2003,Application Approved In Full,No,15/09/2015,,,,,2015-08-24,,,E05000135,Hampstead Town,526487.6,185635.22,-0.176922,51.555440999999995,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.555441, -0.176922)",31973,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0188
1653,APP\PREMISES-C-LIC\0076,Premises - Change of Licensee name/address,"Thistle Holborn,The Kingsley Hotel","36  38 BLOOMSBURY WAY, LONDON, WC1A 2SD",LA2003,Application Approved In Full,No,09/07/2013,,,,,2013-06-21,,Seven Dials,E05000138,Holborn and Covent Garden,530238.2,181556.99,-0.12436099999999999,51.517939,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.517939, -0.124361)",32078,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0076
1735,APP\PREMISES-C-LIC\0272,Premises - Change of Licensee name/address,Itsu,"4144 GREAT QUEEN STREET, LONDON, WC2B 5AD",LA2003,Application Approved In Full,No,13/06/2016,,,,,2016-05-29,,,,,530371.22,181181.59,-0.122584,51.514534999999995,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.514535, -0.122584)",31894,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0272
1840,APP\PREMISES-C-LIC\0220,Premises - Change of Licensee name/address,TORTILLA,"144 CAMDEN HIGH STREET, LONDON, NW1 0NE",LA2003,Application Approved In Full,No,26/01/2016,,,,,2016-01-19,,Camden Town,E05000130,Camden Town with Primrose Hill,528966.15,183826.35,-0.141854,51.538624,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.538624, -0.141854)",31943,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0220
1855,APP\PREMISES-C-LIC\0269,Premises - Change of Licensee name/address,Shake Shack,"80 NEW OXFORD STREET, LONDON, WC1A 1HB",LA2003,Application Approved In Full,No,27/05/2016,,,,,2016-10-05,,,E05000129,Bloomsbury,529948.7,181428.38,-0.128578,51.51685,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.51685, -0.128578)",31896,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0269
2394,APP\PREMISES-C-LIC\0071,Premises - Change of Licensee name/address,Grosvenor St Giles Casino,"262 TOTTENHAM COURT ROAD, LONDON, W1T 7RG",LA2003,Application Approved In Full,No,26/06/2013,,,,,2013-05-23,,,E05000129,Bloomsbury,529818.38,181492.03,-0.130432,51.517452,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.517452, -0.130432)",32083,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0071
2425,APP\PREMISES-C-LIC\0299,Premises - Change of Licensee name/address,Cafe Benjamin,"226 CAMDEN HIGH STREET, LONDON, NW1 8QS",LA2003,Application Approved In Full,No,08/11/2016,,,,,2016-10-31,,Camden Town,E05000130,Camden Town with Primrose Hill,528822.11,184117.61,-0.143823,51.541275,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.541275, -0.143823)",31869,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0299
2499,APP\PREMISES-C-LIC\0147,Premises - Change of Licensee name/address,Cafe Rouge,"77 KINGSWAY, LONDON, WC2B 6SR",LA2003,Application Approved In Full,No,20/03/2015,,,,,2015-03-20,,Seven Dials,E05000138,Holborn and Covent Garden,530517.17,181284.16,-0.12044400000000001,51.515423,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.515423, -0.120444)",32012,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0147
2535,APP\PREMISES-C-LIC\0079,Premises - Change of Licensee name/address,New London Theatre,"172 NEW LONDON HOUSE DRURY LANE, LONDON, WC2B 5QR",LA2003,Application Approved In Full,No,13/08/2013,,,,,2013-04-15,,Seven Dials,E05000138,Holborn and Covent Garden,530390.33,181320.63,-0.12225699999999999,51.51578,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.51578, -0.122257)",32075,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0079
2635,APP\PREMISES-C-LIC\0254,Premises - Change of Licensee name/address,Friend at Hand,"4 HERBRAND STREET, LONDON, WC1N 1HX",LA2003,Application Approved In Full,No,21/03/2016,,,,,2016-03-16,,,E05000129,Bloomsbury,530177.89,182083.06,-0.12503599999999998,51.52268,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.52268, -0.125036)",31910,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0254
2663,APP\PREMISES-C-LIC\0282,Premises - Change of Licensee name/address,St Pancras International,"ST PANCRAS INTERNATIONAL STATION EUSTON ROAD, LONDON, N1C 4QL",LA2003,Application Approved In Full,No,13/07/2016,,,,,2016-06-27,,,E05000143,St Pancras and Somers Town,530045.03,183091.73,-0.126577,51.531775,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.531775, -0.126577)",31885,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0282
2825,APP\PREMISES-C-LIC\0137,Premises - Change of Licensee name/address,Chez Bob,"205 207 HAVERSTOCK HILL, LONDON, NW3 4QG",LA2003,Application Approved In Full,No,27/02/2015,,,,,2015-02-16,,,E05000128,Belsize,527266.83,185119.54,-0.165875,51.550631,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.550631, -0.165875)",32021,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0137
3225,APP\PREMISES-C-LIC\0053,Premises - Change of Licensee name/address,Everyman Cinema,"EVERYMAN CINEMA HOLLY BUSH VALE, LONDON, NW3 6TX",LA2003,Application Approved In Full,No,06/02/2013,,,,,2013-01-23,,,E05000133,Frognal and Fitzjohns,526346.22,185769.41,-0.178912,51.556678000000005,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.556678, -0.178912)",32100,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0053
3392,APP\PREMISES-C-LIC\0078,Premises - Change of Licensee name/address,Cambridge Theatre,"CAMBRIDGE THEATRE EARLHAM STREET, LONDON, WC2H 9HU",LA2003,Application Approved In Full,No,13/08/2013,,,,,2013-04-15,,Seven Dials,E05000138,Holborn and Covent Garden,530128.41,181078.87,-0.126119,51.513667,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.513667, -0.126119)",32076,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0078
3423,APP\PREMISES-C-LIC\0177,Premises - Change of Licensee name/address,Strada South Grove,"4 SOUTH GROVE, LONDON, N6 6BS",LA2003,Application Approved In Full,No,04/08/2015,,,,,2015-07-22,,,E05000137,Highgate,528465.77,187352.85,-0.147778,51.57043,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.57043, -0.147778)",31984,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0177
3544,APP\PREMISES-C-LIC\0145,Premises - Change of Licensee name/address,The Junction Tavern,"101 FORTESS ROAD, LONDON, NW5 1AG",LA2003,Application Approved In Full,No,17/03/2015,,,,,2015-03-16,,,E05000139,Kentish Town,529040.0,185653.71,-0.14012,51.555029,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.555029, -0.14012)",32014,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0145
3657,APP\PREMISES-C-LIC\0204,Premises - Change of Licensee name/address,London Maida Vale Marriott,"PLAZA PARADE KILBURN HIGH ROAD, LONDON, NW6 5RP",LA2003,Application Approved In Full,No,08/01/2016,,,,,2015-09-11,,,E05000140,Kilburn,525606.0,183447.18,-0.190412,51.535973999999996,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.535974, -0.190412)",31958,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0204
3715,APP\PREMISES-C-LIC\0146,Premises - Change of Licensee name/address,Wagamama,"4A STREATHAM STREET, LONDON, WC1A 1JB",LA2003,Application Approved In Full,No,20/03/2015,,,,,2015-03-18,,Seven Dials,E05000138,Holborn and Covent Garden,530049.16,181501.55,-0.127104,51.517484,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.517484, -0.127104)",32013,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0146
3755,APP\PREMISES-C-LIC\0194,Premises - Change of Licensee name/address,Ask Restaurant,"48 GRAFTON WAY, LONDON, W1T 5DZ",LA2003,Application Approved In Full,No,18/11/2015,,,,,2015-11-16,,,E05000129,Bloomsbury,529262.93,182199.53,-0.138173,51.523937,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.523937, -0.138173)",31967,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0194
3819,APP\PREMISES-C-LIC\0042,Premises - Change of Licensee name/address,Davy's Bar and Grill Holborn,"57 DAVYS WINE HOUSE SHOP HIGH HOLBORN, LONDON, WC1V 6DT",LA2003,Application Approved In Full,No,21/12/2012,,,,,2012-07-12,,,E05000138,Holborn and Covent Garden,530830.04,181642.15,-0.11580399999999999,51.518567,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.518567, -0.115804)",32111,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0042
4472,APP\PREMISES-C-LIC\0110,Premises - Change of Licensee name/address,Jazz Cafe,"5   7 PARKWAY, LONDON, NW1 7PG",LA2003,Application Approved In Full,No,12/06/2014,,,,,2014-05-27,,Camden Town,E05000130,Camden Town with Primrose Hill,528878.6,183801.64,-0.143124,51.538422,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.538422, -0.143124)",32048,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0110
4639,APP\PREMISES-C-LIC\0130,Premises - Change of Licensee name/address,Odeon Cinema,"135 149 SHAFTESBURY AVENUE, LONDON, WC2H 8AH",LA2003,Application Approved In Full,No,21/11/2014,,,,,2014-11-19,,Seven Dials,E05000138,Holborn and Covent Garden,529979.94,181143.25,-0.12823299999999999,51.51428,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.51428, -0.128233)",32028,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0130
4689,APP\PREMISES-C-LIC\0214,Premises - Change of Licensee name/address,Tesco Express,"34 KILBURN HIGH ROAD, LONDON, NW6 5UA",LA2003,Application Approved In Full,No,15/01/2016,,,,,2016-07-01,,,E05000140,Kilburn,525533.39,183527.2,-0.19143,51.536709,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.536709, -0.19143)",31949,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0214
4719,APP\PREMISES-C-LIC\0154,Premises - Change of Licensee name/address,Wagamama,"11 JAMESTOWN ROAD, LONDON, NW1 7BW",LA2003,Application Approved In Full,No,25/03/2015,,,,,2015-03-20,,Camden Town,E05000130,Camden Town with Primrose Hill,528675.16,183977.2,-0.145992,51.540046000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.540046, -0.145992)",32005,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0154
4875,APP\PREMISES-C-LIC\0069,Premises - Change of Licensee name/address,Centre Point (18th Floor),"CENTRE POINT COMPLEX DEVELOPMENT SITE AT 101-103 NEW OXFORD STREET, LONDON, WC1A 1DD",LA2003,Application Approved In Full,No,28/05/2013,,,,,2013-05-15,,Seven Dials,E05000138,Holborn and Covent Garden,529902.99,181352.5,-0.12926500000000002,51.516178000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.516178, -0.129265)",32085,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0069
5606,APP\PREMISES-C-LIC\0242,Premises - Change of Licensee name/address,Pizza Hut,"38 CAMDEN HIGH STREET, LONDON, NW1 0JH",LA2003,Application Approved In Full,No,01/03/2016,,,,,2016-02-24,,Camden Town,E05000142,Regent's Park,529209.38,183490.42,-0.138472,51.53555,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.53555, -0.138472)",31922,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0242
5770,APP\PREMISES-C-LIC\0291,Premises - Change of Licensee name/address,Jeremy Bentham,"31 UNIVERSITY STREET, LONDON, WC1E 6JL",LA2003,Application Approved In Full,No,20/09/2016,,,,,2016-08-23,,,E05000129,Bloomsbury,529472.5,182220.56,-0.135147,51.524078,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.524078, -0.135147)",31876,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0291
5967,APP\PREMISES-C-LIC\0112,Premises - Change of Licensee name/address,Wine Rack,"206 HAVERSTOCK HILL, LONDON, NW3 2AG",LA2003,Application Approved In Full,No,08/07/2014,,,,,2014-01-05,,,E05000135,Hampstead Town,527333.39,185143.52,-0.164907,51.550832,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.550832, -0.164907)",32046,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0112
6083,APP\PREMISES-C-LIC\0105,Premises - Change of Licensee name/address,Bill's (formerly Pitcher and Piano),"42 KINGSWAY, LONDON, WC2B 6EX",LA2003,Application Approved In Full,No,23/04/2014,,,,,2014-07-04,,,E05000138,Holborn and Covent Garden,530636.89,181331.4,-0.118702,51.515819,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.515819, -0.118702)",32052,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0105
6251,APP\PREMISES-C-LIC\0167,Premises - Change of Licensee name/address,Carpenter's Arms,"105 KING'S CROSS ROAD, LONDON, WC1X 9LR",LA2003,Application Approved In Full,No,23/06/2015,,,,,2015-11-06,,,E05000141,King's Cross,530789.3,182759.5,-0.115977,51.528618,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.528618, -0.115977)",31993,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0167
6367,APP\PREMISES-C-LIC\0066,Premises - Change of Licensee name/address,Zizzi Restaurant,"39 CHARLOTTE STREET, LONDON, W1T 1RU",LA2003,Application Approved In Full,No,28/05/2013,,,,,2013-05-15,,,E05000129,Bloomsbury,529442.0,181657.07,-0.135793,51.519021,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.519021, -0.135793)",32088,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0066
6585,APP\PREMISES-C-LIC\0160,Premises - Change of Licensee name/address,Prezzo,"32  34 NEW OXFORD STREET, LONDON, WC1A 1AP",LA2003,Application Approved In Full,No,28/04/2015,,,,,2015-04-23,,Seven Dials,E05000138,Holborn and Covent Garden,530146.05,181494.24,-0.125711,51.517396000000005,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.517396, -0.125711)",31999,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0160
6735,APP\PREMISES-C-LIC\0030,Premises - Change of Licensee name/address,The Diner,"2 JAMESTOWN ROAD, LONDON, NW1 7BY",LA2003,Application Approved In Full,No,04/12/2012,,,,,2012-10-26,,Camden Town,E05000130,Camden Town with Primrose Hill,528724.04,184057.19,-0.145258,51.540754,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.540754, -0.145258)",32123,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0030
6799,APP\PREMISES-C-LIC\0179,Premises - Change of Licensee name/address,LAS IGUANAS,"11  13 BRUNSWICK CENTRE, LONDON, WC1N 1AF",LA2003,Application Approved In Full,No,05/08/2015,,,,,2015-07-22,,,E05000129,Bloomsbury,530255.25,182276.13,-0.12385,51.524397,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.524397, -0.12385)",31982,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0179
6990,APP\PREMISES-C-LIC\0248,Premises - Change of Licensee name/address,The Life Goddess,"29 STORE STREET, LONDON, WC1E 7BS",LA2003,Application Approved In Full,No,14/03/2016,,,,,2016-11-03,,,E05000129,Bloomsbury,529753.68,181714.66,-0.13128199999999998,51.519467,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.519467, -0.131282)",31916,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0248
7011,APP\PREMISES-C-LIC\0169,Premises - Change of Licensee name/address,Bea's of Bloomsbury,"44 THEOBALD'S ROAD, LONDON, WC1X 8NW",LA2003,Application Approved In Full,No,14/07/2015,,,,,2015-06-30,,,E05000138,Holborn and Covent Garden,530809.44,181960.47,-0.11598299999999999,51.521433,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.521433, -0.115983)",31991,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0169
7231,APP\PREMISES-C-LIC\0241,Premises - Change of Licensee name/address,Daphne Restaurant,"83 BAYHAM STREET, LONDON, NW1 0AG",LA2003,Application Approved In Full,No,29/02/2016,,,,,2016-02-21,,Camden Town,E05000130,Camden Town with Primrose Hill,529027.28,183739.2,-0.141005,51.537827,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.537827, -0.141005)",31923,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0241
7338,APP\PREMISES-C-LIC\0164,Premises - Change of Licensee name/address,Jing Jun Ge Chinese Restaurant,"289 FINCHLEY ROAD, LONDON, NW3 6ND",LA2003,Application Approved In Full,No,19/06/2015,,,,,2015-11-06,,,E05000145,West Hampstead,526121.17,184925.27,-0.18245899999999998,51.549141999999996,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.549142, -0.182459)",31995,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-LIC\0164
